OrganisationID,OrganisationCode,OrganisationType,SubType,Sector,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude,ParentODSCode,ParentName,Phone,Email,Website,Fax
3138301,RQWG1,Hospital,Hospital,NHS Sector,Visible,TRUE,St Margaret's Hospital,,The Plain,Epping,Essex,,CM16 6TN,51.70429611,0.123944759,RQW,The Princess Alexandra Hospital NHS Trust,01992 561666,,,
3358845,NIB09,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Stafford General Infirmary,Ground Floor South Wing,Madford Retail Park,Foregate Street,Stafford,Staffordshire,ST16 2PA,52.81060791,-2.120675087,NIB,Brewood Medical Services Ltd,,,,
3469744,RX33A,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Roseberry Park Hospital,Marton Road,,,Middlesbrough,Cleveland,TS4 3AF,54.55572128,-1.217651725,RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",,,,
3580194,RXECH,Hospital,Hospital,NHS Sector,Visible,TRUE,North Lincs Adult Mental Health Service - Access Team  including Crisis Resolution Service,Great Oaks,Ashby High Street,,Scunthorpe,Lincolnshire,DN16 2JX,53.56698608,-0.638559699,RXE,Rotherham Doncaster and South Humber NHS Foundation Trust,0800 015 0211,,http://www.rdash.nhs.uk/services/our-services/adult-mental-health-services/adult-community-mental-he,
3580196,RXE87,Hospital,Hospital,NHS Sector,Visible,TRUE,Doncaster Adult Mental Health Service - Access Team including Crisis Resolution Service,Opal Centre,Tickhill Road Site,Weston Road,"Balby, Doncaster",South Yorkshire,DN4 8QN,53.49480438,-1.145960927,RXE,Rotherham Doncaster and South Humber NHS Foundation Trust,0800 804 8999,,http://www.rdash.nhs.uk/services/our-services/adult-mental-health-services/adult-community-mental-he,
3664766,RTQ02,Hospital,Hospital,NHS Sector,Visible,TRUE,Wotton Lawn Hospital,Wotton Lawn Hospital,Horton Road,,Gloucester,Gloucestershire,GL1 3WL,51.86696625,-2.227879047,RTQ,Gloucestershire Health and Care NHS Foundation Trust,01452 894500,,https://www.ghc.nhs.uk,
3664767,RTQ54,Hospital,Hospital,NHS Sector,Visible,TRUE,Berkeley House,,"Berkeley Close, Stroud",,,,GL5 4SA,51.74640274,-2.247665167,RTQ,Gloucestershire Health and Care NHS Foundation Trust,,,,
3664772,RTQ01,Hospital,Hospital,NHS Sector,Visible,TRUE,Charlton Lane Hospital,,"Charlton Lane, Cheltenham",,,,GL53 9DZ,51.88105392,-2.073666811,RTQ,Gloucestershire Health and Care NHS Foundation Trust,,,,
3664773,RTQ13,Hospital,Hospital,NHS Sector,Visible,TRUE,Honeybourne,,"Swindon Road, Cheltenham",,,,GL51 9EZ,51.90737534,-2.082446098,RTQ,Gloucestershire Health and Care NHS Foundation Trust,,,,
3664780,RTQHM,Hospital,Hospital,NHS Sector,Visible,TRUE,Oak House,,"Barton Street, Hereford",,,,HR4 0AY,52.05361176,-2.723156214,RTQ,Gloucestershire Health and Care NHS Foundation Trust,,,,
3664840,RJC46,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Leamington Spa Hospital,Heathcote Lane,Heathcote,,Warwick,Warwickshire,CV34 6SR,52.2685585,-1.540391564,RJC,South Warwickshire NHS Foundation Trust,01926 317 700,,,
3774885,ANH02,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Dudley Urgent Treatment Centre,Russells Hall Hospital,Pensnett Road,,Dudley,West Midlands,DY1 2HQ,52.50294876,-2.118503094,ANH,Malling Health,,,,
3774995,RMYNP,Hospital,Hospital,NHS Sector,Visible,TRUE,"Airey Close, Lowestoft",,Lothingland,,Oulton,Suffolk,NR32 3JQ,52.49748993,1.718628645,RMY,Norfolk and Suffolk NHS Foundation Trust,01502 535000,,http://www.nsft.nhs.uk,
3775034,RMYMW,Hospital,Hospital,NHS Sector,Visible,TRUE,"Walker Close, Ipswich",,3 and 4 Walker Close,,Ipswich,Suffolk,IP3 8LY,52.05271912,1.196875691,RMY,Norfolk and Suffolk NHS Foundation Trust,01603421421,,http://www.nsft.nhs.uk,
3775035,RMY55,Hospital,Hospital,NHS Sector,Visible,TRUE,"1b St Catherines Way, Gorleston",Stepping Out,1B St Catherines Way,,Gorleston on Sea,Norfolk,NR31 7QB,52.57298279,1.716900468,RMY,Norfolk and Suffolk NHS Foundation Trust,01493 444465,,http://www.nsft.nhs.uk,
3775074,RPGHP,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Eltham Community Hospital,30 Passey Place,,,London,,SE9 5DQ,51.44994736,0.053728048,RPG,Oxleas NHS Foundation Trust,020 3049 0400,,,
3775218,RH8A6,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Budleigh Salterton Hospital,East Budleigh Road,,,Budleigh Salterton,Devon,EX9 6HF,50.63159561,-3.320505857,RH8,Royal Devon and Exeter NHS Foundation Trust,,,,
3775539,NMJ20,Hospital,Hospital,NHS Sector,Visible,TRUE,Cygnet Hospital Taunton,Orchard Portman,,,Taunton,Somerset,TA3 7BQ,50.98910904,-3.077581644,NMJ,Cygnet Health Care Limited,01823 336457,enquiries@cygnethealth.co.uk,https://www.cygnethealth.co.uk/locations/cygnet-hospital-taunton/,
4105540,NNJ06,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,St Oswalds Hospital - DHU Health Care,Clifton Road,,,Ashbourne,Derbyshire,DE6 1DR,53.01286316,-1.737574458,NNJ,DHU Health Care CIC,,,,
4209586,RWVGA,Hospital,Hospital,NHS Sector,Visible,TRUE,Langdon Hospital,,Exeter Road,,Dawlish,Devon,EX7 0NR,50.59967422,-3.468164444,RWV,Devon Partnership NHS Trust,01626 888372,,http://www.dpt.nhs.uk,
4209620,RNQ18,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Market Harborough District Hospital,58 Coventry Road,,,Market Harborough,Leicestershire,LE16 9DD,52.477314,-0.927163541,RNQ,Kettering General Hospital NHS Foundation Trust,,,,
4210128,NV647,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Pds Medical - Pall Mall Hospital,St. Pauls Square,,,Liverpool,Merseyside,L3 9SJ,53.41016388,-2.993783712,NV6,Pds Medical Ltd,,,,
4210137,NV656,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Pds Medical - Pall Mall Hospital,1 Belvedere Road,,,Newton-Le-Willows,Merseyside,WA12 0JJ,53.45717621,-2.638371706,NV6,Pds Medical Ltd,,,,
4317678,RTD13,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Newcastle Hospitals @ Cramlington,South Mall,Manor Walks Shopping Centre,,Cramlington,Northumberland,NE23 6UT,55.08548355,-1.590033174,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,,,,
4428318,RXAF7,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Tarporley War Memorial Hospital,14 Park Road,,,Tarporley,Cheshire,CW6 0AP,53.15922165,-2.66672349,RXA,Cheshire and Wirral Partnership NHS Foundation Trust,01829 732436,,https://www.cwp.nhs.uk/,
4621799,AQT01,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Mount Edgcumbe Hospice,Porthpean Road,,,St. Austell,Cornwall,PL26 6AB,50.32857513,-4.772080898,AQT,Cornwall Hospice Care Limited,,,,
4621800,AQT02,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,St Julia's Hospice,Foundry Hill,,,Hayle,Cornwall,TR27 4HW,50.18145752,-5.423200607,AQT,Cornwall Hospice Care Limited,,,,
4621851,NMV51,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Park Lodge,34 Sandy Lane,Romiley,,Stockport,Cheshire,SK6 4NH,53.41864777,-2.082670927,NMV,Partnerships In Care Ltd,,,,
4621852,NMV52,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Park Villa,268 Park Lane,,,Macclesfield,Cheshire,SK11 8AE,53.25304794,-2.134898901,NMV,Partnerships In Care Ltd,01625 501 314,info@priorygroup.com,http://www.priorygroup.com/park-villa,
4621854,NMV54,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Rhodes Farm,The Ridgeway,Mill Hill,,London,Greater London,NW7 1RH,51.61768723,-0.222455218,NMV,Partnerships In Care Ltd,,,,
4622618,RQM91,Hospital,Hospital,Independent Sector,Visible,TRUE,West Middlesex University Hospital,Twickenham Road,,,Isleworth,Middlesex,TW7 6AF,51.47364807,-0.324419945,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,020 8560 2121,,http://www.chelwest.nhs.uk,
4732682,RW5KM,Hospital,Hospital,NHS Sector,Visible,TRUE,The Harbour,,Windmill Rise,,Blackpool,,FY4 4FE,53.79953384,-2.987885952,RW5,Lancashire & South Cumbria NHS Foundation Trust,01253 447700,,,
4732712,RKL18,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Clayponds Rehabilitation Hospital,Sterling Place,South Ealing,,London,Greater London,W5 4RN,51.49508667,-0.298870057,RKL,West London NHS Trust,,,,
4842842,NMV58,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Beverley House,527 - 529 City Road,Edgbaston,,Birmingham,West Midlands,B17 8LL,52.47527695,-1.960809231,NMV,Partnerships In Care Ltd,01214 203 701,info@priorygroup.com,http://www.priorygroup.com/beverley-house,
4952846,RAL80,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Hadley Wood Hospital,52 Moxon Street,,,Barnet,Hertfordshire,EN5 5TS,51.65415192,-0.198736995,RAL,Royal Free London NHS Foundation Trust,0203 7582050,,,
4953026,RDRCR,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Crowborough War Memorial Hospital - Sussex Community NHS Foundation Trust,Southview Road,,,Crowborough,East Sussex,TN6 1HB,51.05144501,0.157473564,RDR,Sussex Community NHS Foundation Trust,01892 652284,,http://www.sussexcommunity.nhs.uk/,
5065244,NVM01,Hospital,Hospital,Independent Sector,Visible,TRUE,Cobham Day Surgery Hospital,Cobham Day Surgery,168 Portsmouth Road,,Cobham,Surrey,KT11 1HS,51.3354454,-0.408205032,NVM,Epsomedical Group,01932 588400,enquiries@epsomedical.co.uk,http://www.epsomedical.co.uk/,
5065269,RNZ94,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Chippenham Community Hospital,Rowden Hill,,,Chippenham,Wiltshire,SN15 2AJ,51.45254135,-2.126694918,RNZ,Salisbury NHS Foundation Trust,,,,
5065272,RNZ97,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Trowbridge Community Hospital,Adcroft Street,,,Trowbridge,Wiltshire,BA14 8PH,51.32529831,-2.209868193,RNZ,Salisbury NHS Foundation Trust,,,,
5176076,RXAF4,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Springview ,Springview,Clatterbridge Hospital,Clatterbridge Road,Bebbington,Cheshire,CH63 4JY,53.33288956,-3.024122,RXA,Cheshire and Wirral Partnership NHS Foundation Trust,0151 3344000,,http://www.cwp.nhs.uk/locations/1112-springview-hospital-clatterbridge-health-park-wirral,
5176991,RQX20,Hospital,Hospital,NHS Sector,Visible,TRUE,St Leonard's,St Leonard's Hospital,Nuttall Street,,London,,N1 5LZ,51.53392029,-0.077771641,RQX,Homerton University Hospital NHS Foundation Trust,020 7683 4527,,https://www.homerton.nhs.uk/st-leonards/,
5177144,RTP04,Hospital,Hospital,NHS Sector,Visible,TRUE,East Surrey Hospital,,Canada Avenue,,Redhill,,RH1 5RH,51.2191925,-0.161995023,RTP,Surrey and Sussex Healthcare NHS Trust,01737 768 511,,,
5372875,AVQ01,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,One Ashford Hospital,Kennington Road,Willesborough,,Ashford,Kent,TN24 0YS,51.14266205,0.911750019,AVQ,One Healthcare,01233 423000,ashford.info@onehealthcare.co.uk,https://www.onehealthcare.co.uk/ashford,
5373060,RV91W,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Whitby Hospital,Springhill,,,Whitby,North Yorkshire,YO21 1DP,54.48391342,-0.617263436,RV9,Humber Teaching NHS Foundation Trust,01947 899200,hnf-tr.contactus@nhs.net,http://www.humber.nhs.uk,
5373148,NMJ22,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Cygnet Hospital Bury,Buller Street,,,Bury,Lancashire,BL8 2BS,53.58713913,-2.316722631,NMJ,Cygnet Health Care Limited,0161 762 7200,enquiries@cygnethealth.co.uk,https://www.cygnethealth.co.uk/locations/cygnet-hospital-bury/,
5373149,NMJ23,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Cygnet Hospital Sheffield,83 East Bank Road,,,Sheffield,South Yorkshire,S2 3PX,53.36828613,-1.459696174,NMJ,Cygnet Health Care Limited,0114 279 3350,enquiries@cygnethealth.co.uk,https://www.cygnethealth.co.uk/locations/cygnet-hospital-sheffield/,
5373150,NMJ24,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Cygnet Hospital Woking,Redding Way,Knaphill,,Woking,Surrey,GU21 2QS,51.31477737,-0.61519134,NMJ,Cygnet Health Care Limited,01483 795 100,enquiries@cygnethealth.co.uk,https://www.cygnethealth.co.uk/locations/cygnet-hospital-woking/,
5480244,RX34F,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Bootham Park Hospital,The Driveway Building,Bootham Park Hospital,Bootham,York,,YO30 7BY,53.9680748,-1.085584641,RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",01904 556 840,tewv.iaptyorkselby@nhs.net,http://www.yor-ok.org.uk/service-detail.htm?serviceid=6169,
5480313,RJ8A3,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Liskeard Community Hospital - Cornwall Partnership NHS Foundation Trust,Clemo Road,,,Liskeard,Cornwall,PL14 3XD,50.46159363,-4.450968266,RJ8,Cornwall Partnership NHS Foundation Trust,01579 373500,,http://www.cornwallft.nhs.uk/hospitals/liskeard/,
5692500,RPA88,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,The Somerfield Hospital,63-77 London Road,,,Maidstone,Kent,ME16 0DU,51.27745056,0.507508457,RPA,Medway NHS Foundation Trust,,,,
5904543,NPG07,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,SpaMedica Eye Hospital Wakefield,Unit 10 Silkwood Park,Fryers Way,,Ossett,West Yorkshire,WF5 9TJ,53.682827,-1.548219204,NPG,Spamedica,0330 058 4280,contact@spamedica.co.uk,http://www.spamedica.co.uk,01204 441340
5904550,AWT01,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Mya St Lukes Hospital,14 Fitzroy Square,,,London,Greater London,W1T 5HP,51.52371216,-0.139683187,AWT,Mya Cosmetic Surgery Limited,,,,
6010838,AXC01,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,London Welbeck Hospital,27 Welbeck Street,,,London,Greater London,W1G 8EN,51.51823807,-0.149448082,AXC,Welbeck Healthcare Limited,,,,
6117792,AXL01,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Mundesley Hospital - Gimingham,Cook's Hill,Gimingham,Mundesley,Norwich,Norfolk,NR11 8ET,52.87729645,1.413495302,AXL,Mundesley Hospital,,,,
6117824,NL50N,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Benjamin Court Hospital,Benjamin Court,Roughton Road,,Cromer,Norfolk,NR27 0EU,52.92454529,1.30082655,NL5,Ascenti,,,,
6224161,RF4CM,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,The Chelmsford Private Day Surgery Hospital,Fenton House,85-89 New London Road,,Chelmsford,Essex,CM2 0PP,51.73030853,0.471138209,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",,,,
6224175,RH8D4,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Moretonhampstead Hospital,Ford Street,Moretonhampstead,,Newton Abbot,Devon,TQ13 8LN,50.66149139,-3.765950918,RH8,Royal Devon and Exeter NHS Foundation Trust,,,,
6518169,DAM02,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Arbour Lodge Independent Hospital,Buxton Lane,Marple,,Stockport,Cheshire,SK6 7QL,53.38997269,-2.072225094,DAM,Barchester Healthcare Ltd,,,,
6518170,DAM03,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Billingham Grange Independent Hospital,High Grange Avenue,,,Billingham,Cleveland,TS23 3TY,54.61868286,-1.291753888,DAM,Barchester Healthcare Ltd,,,,
6518171,DAM04,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Forest Independent Hospital,Southwell Road West,,,Mansfield,Nottinghamshire,NG18 4XX,53.1361084,-1.168948889,DAM,Barchester Healthcare Ltd,,,,
6518172,DAM05,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,South View - Hazeldene Independent Hospital,West Avenue,,,Billingham,Cleveland,TS23 1DA,54.59230423,-1.292985201,DAM,Barchester Healthcare Ltd,,,,
6518173,DAM06,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Windermere House Independent Hospital,Birkdale Way,Newbridge Road,,Hull,Yorkshire(East Riding),HU9 2BH,53.74993896,-0.308325261,DAM,Barchester Healthcare Ltd,00000 000000,,,
6518174,DAM07,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Jasmine Court Independent Hospital,Paternoster Hill,,,Waltham Abbey,Essex,EN9 3JY,51.69111252,0.019816931,DAM,Barchester Healthcare Ltd,,,,
6518175,DAM08,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Castle Lodge Independent Hospital,Noddle Hill Way,Bransholme,,Hull,Yorkshire(East Riding),HU7 4FG,53.78862,-0.307072937,DAM,Barchester Healthcare Ltd,00000 000000,,,
6701616,DC808,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,"Rye, Winchelsea & District Memorial Hospital",Peasmarsh Road,Rye Foreign,,Rye,East Sussex,TN31 7UD,50.9618988,0.731182933,DC8,Medical Imaging Partnership Ltd,,,,
6701659,NDAJ0,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Livingstone Community Hospital - Virgin Care Adult Community Services,East Hill,,,Dartford,Kent,DA1 1SA,51.44222641,0.226812378,NDA,Virgin Care Services Ltd,01322 622374,,http://www.virgincare.co.uk/service-hub/north-kent-adults/,
6701944,RMY90,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,"Peddars Centre, Hellesdon Hospital",,Drayton High Road,,,,NR6 5BE,52.65953064,1.250886321,RMY,Norfolk and Suffolk NHS Foundation Trust,,,,
6701976,RMYNX,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,"Foxhall House, Ipswich",,St Clements Hospital,,,,IP3 8LS,52.0506134,1.192611337,RMY,Norfolk and Suffolk NHS Foundation Trust,,,,
6795504,NT30A,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Spire Nottingham Hospital,Spire Nottingham Hospital,Tollerton Lane,Tollerton,Nottingham,Nottinghamshire,NG12 4GA,52.91842651,-1.086676002,NT3,Spire Healthcare,0115 937 7800,ntgbookings@spirehealthcare.com,https://www.spirehealthcare.com/spire-nottingham-hospital/,0115 937 7826
7071384,RXAG5,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Ancora House,,Countess of Chester Healthpark,Liverpool Road,Chester,Cheshire,CH2 1BQ,53.21154785,-2.898810625,RXA,Cheshire and Wirral Partnership NHS Foundation Trust,01244 397258,,http://www.mymind.org.uk/,
7071523,RQ370,Hospital,Hospital,Independent Sector,Visible,FALSE,Birmingham Women's Hospital,Mindelsohn Way,Edgbaston,,Birmingham,West Midlands,B15 2TG,52.45323563,-1.942890882,RQ3,Birmingham Women's and Children's NHS Foundation Trust,,,,
7353080,RGN90,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Hinchingbrooke Hospital,Hinchingbrooke Hospital,Hinchingbrooke Park,,Huntingdon,Cambridgeshire,PE29 6NT,52.33335114,-0.202664033,RGN,North West Anglia NHS Foundation Trust,01480 416416,,https://www.nwangliaft.nhs.uk/our-hospitals/hinchingbrooke-hospital/,
7353197,RH8D6,Hospital,Hospital,NHS Sector,Visible,TRUE,Exeter Community Hospital,,Hospital Lane,,,,EX1 3RB,50.73098373,-3.484140635,RH8,Royal Devon and Exeter NHS Foundation Trust,,,,
7560330,NVC0M,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,West Valley Hospital,"Level 9, Interchange",81-85 Wellesley Road,,Croydon,Surrey,CR0 2RD,51.38014221,-0.10036391,NVC,Ramsay Healthcare UK Operations Limited,020 3946 0010,croydon.enquiries@ramsayhealth.co.uk,https://www.westvalleyhospital.co.uk/,
7560656,RX38Q,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Redcar Primary Care Hospital,West Dyke Road,,,Redcar,Cleveland,TS10 4NW,54.59928894,-1.068776608,RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",,,,
7560659,NNFA7,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Goole & District Hospital,Woodland Avenue,,,Goole,North Humberside,DN14 6RX,53.71546555,-0.874916792,NNF,City Health Care Partnership Cic,01405 720720,,,
7560729,NMJ25,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Cygnet Joyce Parker Hospital,,Lansdowne Street,,Coventry,West Midlands,CV2 4FN,52.40960693,-1.491767645,NMJ,Cygnet Health Care Limited,02475 100 150,enquiries@cygnethealth.co.uk,https://www.cygnethealth.co.uk/locations/cygnet-joyce-parker-hospital/,
7560822,R1L10,Hospital,Hospital,Independent Sector,Visible,TRUE,Rochford Community Hospital,Union Lane,,,Rochford,Essex,SS4 1RB,51.58395386,0.7027964,R1L,Essex Partnership University NHS Foundation Trust,01702 538000,,,
7757945,R1L50,Hospital,Hospital,NHS Sector,Visible,TRUE,Thurrock Community Hospital,,Long Lane,,Grays,Essex,RM16 2PX,51.49637604,0.336211026,R1L,Essex Partnership University NHS Foundation Trust,0300 123 0808,,,
7828754,RHQRC,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Ryegate Childrens Hospital,Tapton Crescent Road,,,Sheffield,South Yorkshire,S10 5DD,53.37828827,-1.510799766,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,,,,
7828769,RK5FK,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Ashfield Community Hospital,Portland Street,Kirkby-In-Ashfield,,Nottingham,Nottinghamshire,NG17 7AB,53.10095978,-1.246649504,RK5,Sherwood Forest Hospitals NHS Foundation Trust,,,,
7828770,R1LCT,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Broomfield Hospital,Court Road,Broomfield,,Chelmsford,Essex,CM1 7ET,51.77465439,0.466007918,R1L,Essex Partnership University NHS Foundation Trust,,,,
7828855,NTV1D,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Fleet Hospital,Church Road,,,Fleet,Hampshire,GU51 4LZ,51.28755569,-0.848665714,NTV,Central Surrey Health,,,,
8027649,DJ001,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,St Lukes Hospice (Harrow),Kenton Grange,Kenton Road,,Harrow,Middlesex,HA3 0YG,51.58670425,-0.30027172,DJ0,St Lukes Hospice (Harrow),,,,
8028042,DJH01,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,The Royal Buckinghamshire Hospital Ltd,Buckingham Road,,,Aylesbury,Buckinghamshire,HP19 9AB,51.82072449,-0.815903425,DJH,The Royal Buckinghamshire Hospital Ltd,,,,
8028120,NVC0R,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Tees Valley Hospital,Church Lane,Acklam,,Middlesbrough,Cleveland,TS5 7DX,54.5464325,-1.250988483,NVC,Ramsay Healthcare UK Operations Limited,01642 087333,,https://www.teesvalleyhospital.co.uk,
8127678,RTH13,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Oxford City Community Hospital,The Fulbrook Centre,"Churchill Hospital, Headley Way",Headington,Oxford,Oxfordshire,OX3 7JU,51.74965668,-1.214199066,RTH,Oxford University Hospitals NHS Foundation Trust,,,,
8127906,DJQ1I,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Fleet Hospital,Church Road,,,Fleet,Hampshire,GU51 4LZ,51.28755569,-0.848665714,DJQ,Surrey Healthy Children And Families LLP,,,,
8127909,DJQ1L,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Farnham Hospital & Centre For Health,Hale Road,,,Farnham,Surrey,GU9 9QL,51.22049332,-0.784627557,DJQ,Surrey Healthy Children And Families LLP,,,,
8228408,DKF01,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Manchester Private Hospital,New Court,Regents Place,Windsor Street,Salford,Greater Manchester,M5 4HB,53.47900391,-2.278548241,DKF,Manchester Private Clinic Ltd,01615078822,info@manchesterprivatehospital.co.uk,http://www.manchesterprivatehospital.co.uk,01615078828
8228422,R0A02,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Manchester Royal Infirmary,Oxford Road,,,Manchester,Greater Manchester,M13 9WL,53.46167374,-2.224890709,R0A,Manchester University NHS Foundation Trust,0161 276 1234,,https://mft.nhs.uk/mri/,
8228423,R0A03,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Royal Manchester Children's Hospital,Oxford Road,,,Manchester,Greater Manchester,M13 9WL,53.46046829,-2.224475861,R0A,Manchester University NHS Foundation Trust,0161 276 1234,,https://mft.nhs.uk/rmch/,
8228424,R0A04,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Manchester Royal Eye Hospital,Oxford Road,,,Manchester,Greater Manchester,M13 9WL,53.46088791,-2.223982334,R0A,Manchester University NHS Foundation Trust,0161 276 1234,,https://mft.nhs.uk/royal-eye/,
8228425,R0A05,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,St Mary's Hospital,Oxford Road,,,Manchester,Greater Manchester,M13 9WL,53.4611702,-2.223896503,R0A,Manchester University NHS Foundation Trust,0161 276 1234,,https://mft.nhs.uk/saint-marys/,
8228427,R0A07,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Wythenshawe Hospital,Southmoor Road,Wythenshawe,,Manchester,Greater Manchester,M23 9LT,53.38885117,-2.291815042,R0A,Manchester University NHS Foundation Trust,01619987070,,https://mft.nhs.uk/wythenshawe/,
8228428,R0A08,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Withington Community Hospital,Nell Lane,West Didsbury,,Manchester,Greater Manchester,M20 2LR,53.42520142,-2.245216846,R0A,Manchester University NHS Foundation Trust,01614345555,,https://mft.nhs.uk/withington/,
8228429,R0A09,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Trafford General Hospital,Moorside Road,Urmston,,Manchester,Greater Manchester,M41 5SL,53.45406723,-2.370682955,R0A,Manchester University NHS Foundation Trust,0161 748 4022,,https://mft.nhs.uk/trafford/,
8228430,R0A10,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Altrincham Hospital,Railway Street,,,Altrincham,Cheshire,WA14 2RE,53.38510895,-2.351232052,R0A,Manchester University NHS Foundation Trust,0161 413 7700,,https://mft.nhs.uk/altrincham/,
8228458,R0A33,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,University Dental Hospital,Higher Cambridge Street,,,Manchester,Greater Manchester,M15 6FH,53.46536636,-2.236637831,R0A,Manchester University NHS Foundation Trust,0161 393 7730,,https://mft.nhs.uk/dental/,
8329023,NQT1B,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Trowbridge Community Hospital,Adcroft Street,,,Trowbridge,Wiltshire,BA14 8PH,51.32529831,-2.209868193,NQT,Virgin Care Ltd,,,,
8329024,NQT1I,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Chippenham Community Hospital,Rowden Hill,,,Chippenham,Wiltshire,SN15 2AJ,51.45254135,-2.126694918,NQT,Virgin Care Ltd,,,,
